Date,Open,High,Low,Close,Adj Close,Volume
2024-05-07,414.66 ,414.67 ,409.09 ,409.34 ,408.6029968,20018200
2024-05-08,408.17 ,412.23 ,406.71 ,410.54 ,409.8008423,11792300
2024-05-09,410.57 ,412.72 ,409.10 ,412.32 ,411.5776367,14689700
2024-05-10,412.94 ,415.38 ,411.80 ,414.74 ,413.9932556,13402300
2024-05-13,418.01 ,418.35 ,410.82 ,413.72 ,412.9750977,15440200
2024-05-14,412.02 ,417.49 ,411.55 ,416.56 ,415.8099976,15109300
2024-05-15,417.90 ,423.81 ,417.27 ,423.08 ,423.0799866,22239500
2024-05-16,421.80 ,425.42 ,420.35 ,420.99 ,420.9899902,17530100
2024-05-17,422.54 ,422.92 ,418.03 ,420.21 ,420.2099915,15352200
2024-05-20,420.21 ,426.77 ,419.99 ,425.34 ,425.3399963,16272100
2024-05-21,426.83 ,432.97 ,424.85 ,429.04 ,429.0400085,21453300
2024-05-22,430.09 ,432.41 ,427.13 ,430.52 ,430.519989,18073700
2024-05-23,432.97 ,433.60 ,425.42 ,427.00 ,427,17211700
2024-05-24,427.19 ,431.06 ,424.41 ,430.16 ,430.1600037,11845800
2024-05-28,429.63 ,430.82 ,426.60 ,430.32 ,430.3200073,15718000
2024-05-29,425.69 ,430.94 ,425.69 ,429.17 ,429.1700134,15517100
2024-05-30,424.30 ,424.30 ,414.24 ,414.67 ,414.6700134,28424800
2024-05-31,416.75 ,416.75 ,404.51 ,415.13 ,415.1300049,47995300
2024-06-03,415.53 ,416.43 ,408.92 ,413.52 ,413.519989,17484700
2024-06-04,412.43 ,416.44 ,409.68 ,416.07 ,416.0700073,14348900
2024-06-05,417.81 ,424.08 ,416.30 ,424.01 ,424.0100098,16988000
2024-06-06,424.01 ,425.31 ,420.58 ,424.52 ,424.519989,14861300
2024-06-07,426.20 ,426.28 ,423.00 ,423.85 ,423.8500061,13621700
2024-06-10,424.70 ,428.08 ,423.89 ,427.87 ,427.8699951,14003000
2024-06-11,425.48 ,432.82 ,425.25 ,432.68 ,432.6799927,14551100
2024-06-12,435.32 ,443.40 ,433.25 ,441.06 ,441.0599976,22366200
2024-06-13,440.85 ,443.39 ,439.37 ,441.58 ,441.5799866,15960600
2024-06-14,438.28 ,443.14 ,436.72 ,442.57 ,442.5700073,13582000
2024-06-17,442.59 ,450.94 ,440.72 ,448.37 ,448.3699951,20790000
2024-06-18,449.71 ,450.14 ,444.89 ,446.34 ,446.3399963,17112500
2024-06-20,446.30 ,446.53 ,441.27 ,445.70 ,445.7000122,19877400
2024-06-21,447.38 ,450.58 ,446.51 ,449.78 ,449.7799988,34486200
2024-06-24,449.80 ,452.75 ,446.41 ,447.67 ,447.6700134,15913700
2024-06-25,448.25 ,451.42 ,446.75 ,450.95 ,450.9500122,16747500
2024-06-26,449.00 ,453.60 ,448.19 ,452.16 ,452.1600037,16507000
2024-06-27,452.18 ,456.17 ,451.77 ,452.85 ,452.8500061,14806300
2024-06-28,453.07 ,455.38 ,446.41 ,446.95 ,446.9500122,28333300
